45;0;1365.00;17.07;1798.00;0.22;0.31
46;0;1331.00;13.39;1853.00;-0.21;0.30
47;0;1364.00;11.64;1886.00;0.00;0.22
48;0;1388.00;13.48;1828.00;-0.04;0.31
49;0;1363.00;12.79;1858.00;-0.19;0.41
50;0;1325.00;15.64;1827.00;-0.68;0.16
51;0;1807.00;11.04;1931.00;-0.83;0.02
52;0;1863.00;11.37;1889.00;-0.86;0.19
53;0;1718.00;10.64;1938.00;-0.19;0.36
54;0;1770.00;10.57;1975.00;-0.65;0.24
55;0;1726.00;10.73;1999.00;-0.76;0.22
56;0;1683.00;10.79;1967.00;-0.18;0.40
57;0;1707.00;10.41;1978.00;-0.36;0.40
58;0;1787.00;11.26;2021.00;-0.58;0.44
59;0;1814.00;10.25;1982.00;-0.07;0.30
60;0;1910.00;10.19;1863.00;0.27;0.48
61;0;1739.00;10.46;1926.00;-0.64;0.02
62;0;1782.00;10.71;1945.00;-0.72;0.03
63;0;1767.00;10.91;1904.00;0.90;0.27
64;0;1835.00;11.81;1906.00;-0.93;0.39
65;0;1704.00;10.19;2000.00;0.17;0.36
66;0;1751.00;10.02;2038.00;-0.26;0.48
67;0;1845.00;14.12;1872.00;0.11;0.50
68;0;1932.00;10.43;1843.00;-0.93;0.05
69;0;1872.00;13.19;1868.00;0.04;0.43
70;0;1744.00;11.15;1975.00;0.36;0.31
71;0;1895.00;11.46;1882.00;-0.22;0.23
72;0;1811.00;9.62;2038.00;-0.29;0.11
73;0;1755.00;10.98;1996.00;-0.57;0.05
74;0;1783.00;11.27;1890.00;-0.34;0.26
75;0;1788.00;11.46;2040.00;0.00;0.25
76;0;1812.00;10.22;1956.00;-0.12;0.42
77;0;1814.00;12.04;1890.00;0.06;0.04
78;0;1752.00;11.20;1950.00;-0.49;0.15
79;0;1836.00;10.17;1926.00;0.04;0.15
80;0;1788.00;10.95;1912.00;-0.24;0.43
81;0;1726.00;9.86;2023.00;-0.80;0.25
82;0;1795.00;10.94;1991.00;-0.08;0.23
83;0;1684.00;10.63;1992.00;-0.04;0.32
84;0;1861.00;10.14;1912.00;0.16;0.05
85;0;1764.00;11.06;2027.00;-0.27;0.28
86;0;1725.00;10.64;1959.00;-0.36;0.16
87;0;1802.00;10.24;2012.00;-0.36;0.33
88;0;1768.00;10.52;1928.00;-0.12;0.48
89;0;1699.00;10.63;1954.00;0.03;0.27
90;0;1744.00;10.66;2017.00;-0.78;0.43
91;0;1776.00;11.13;2003.00;-0.14;0.40
92;0;1792.00;10.47;1966.00;-0.44;0.09
93;0;1812.00;11.36;1908.00;0.10;0.22
94;0;1843.00;12.15;1887.00;0.12;0.48
95;0;1827.00;10.06;1947.00;-0.90;0.37
96;0;1890.00;11.50;1860.00;0.11;0.36
97;0;1744.00;10.67;1910.00;0.00;0.31
98;0;1880.00;11.38;1893.00;-0.33;0.01
99;0;2136.00;9.73;1460.00;-0.68;0.17
100;0;2059.00;9.98;1499.00;0.28;0.47
101;0;2011.00;11.34;1484.00;-0.50;0.32
102;0;2144.00;9.70;1438.00;-0.75;0.24
103;0;2139.00;9.65;1403.00;-0.07;0.17
104;0;2090.00;9.61;1384.00;-0.49;0.25
105;0;2097.00;9.97;1432.00;0.49;0.03
106;0;2119.00;9.80;1438.00;-0.39;0.41
107;0;2108.00;9.67;1410.00;0.00;0.28
108;0;2049.00;9.79;1459.00;0.30;0.34
109;0;2030.00;10.42;1525.00;-0.32;0.10
110;0;2102.00;9.87;1457.00;-0.27;0.04
111;0;2054.00;9.66;1436.00;-1.17;0.42
112;0;2078.00;9.73;1400.00;4.63;0.08
113;0;2087.00;9.76;1475.00;-0.46;0.29
114;0;2072.00;11.08;1514.00;-0.82;0.46
115;0;2114.00;10.10;1481.00;-0.48;0.28
116;0;1995.00;10.48;1458.00;-1.32;0.25
117;0;2035.00;9.88;1485.00;-0.78;0.31
118;0;2074.00;9.80;1452.00;-0.89;0.24
119;0;2018.00;10.03;1468.00;-0.50;0.23
120;0;2023.00;10.66;1506.00;-0.50;0.34
121;0;2063.00;9.65;1414.00;-1.48;0.43
122;0;2054.00;11.42;1526.00;-0.69;0.32
123;0;2066.00;9.84;1474.00;0.42;0.32
124;0;2108.00;9.67;1393.00;-0.11;0.33
125;0;2078.00;9.78;1422.00;0.12;0.21
126;0;2145.00;9.69;1420.00;-0.39;0.11
127;0;2077.00;9.84;1494.00;-0.60;0.31
128;0;2137.00;9.66;1390.00;-0.78;0.49
129;0;2130.00;9.67;1420.00;0.50;0.35
130;0;2043.00;10.60;1512.00;-0.24;0.13
131;0;2121.00;9.87;1464.00;-0.04;0.20
132;0;2154.00;9.70;1449.00;-0.68;0.47
133;0;2098.00;10.11;1488.00;-0.74;0.38
134;0;791.00;9.98;1842.00;0.21;0.32
135;0;913.00;11.00;1921.00;-0.50;0.20
136;0;859.00;10.23;1841.00;0.03;0.06
137;0;922.00;10.65;1877.00;-0.64;0.42
138;0;883.00;10.37;1860.00;0.02;0.25
139;0;912.00;10.61;1834.00;-0.48;0.35
140;0;840.00;10.23;1876.00;0.00;0.37
141;0;838.00;10.01;1804.00;-0.21;0.30
142;0;863.00;10.31;1907.00;0.03;0.26
143;0;874.00;10.16;1792.00;-0.80;0.34
144;0;873.00;10.53;1939.00;-0.33;0.15
145;0;847.00;10.02;1931.00;-0.43;0.31
146;0;867.00;9.90;1982.00;-0.52;0.09
147;0;883.00;10.28;1827.00;-0.21;0.46
148;0;802.00;9.82;1802.00;0.41;0.13
149;0;797.00;9.84;1863.00;-0.27;0.34
150;0;814.00;10.81;1822.00;-0.58;0.05
151;0;897.00;10.38;1891.00;-0.45;0.17
152;0;823.00;9.99;1889.00;-0.23;0.23
153;0;853.00;10.09;1956.00;-0.22;0.28
154;0;819.00;9.96;1794.00;0.13;0.01
155;0;816.00;10.32;1848.00;-0.03;0.37
156;0;929.00;10.77;1901.00;-0.24;0.07
157;0;863.00;10.23;1875.00;-0.13;0.29
158;0;897.00;10.62;1943.00;-0.29;0.22
159;0;898.00;10.99;1810.00;-0.95;0.14
160;0;891.00;10.56;1916.00;0.30;0.13
161;0;840.00;10.50;1852.00;-0.17;0.05
162;0;836.00;10.02;1907.00;-0.66;0.19
163;0;906.00;10.27;1856.00;-0.69;0.05
164;0;861.00;10.22;1815.00;0.60;0.34
165;0;875.00;10.86;1964.00;-0.04;0.14
166;0;836.00;10.31;1829.00;0.11;0.37
167;0;797.00;9.86;1819.00;0.27;0.14
168;0;818.00;10.19;1868.00;-0.10;0.36
169;0;1998.00;11.57;1648.00;0.71;0.20
170;0;2030.00;10.97;1661.00;-0.41;0.42
171;0;1987.00;10.37;1601.00;-0.46;0.10
172;0;2061.00;10.19;1701.00;-0.68;0.26
173;0;2098.00;10.55;1626.00;-0.31;0.12
174;0;2030.00;11.17;1734.00;-0.73;0.33
175;0;1976.00;11.36;1746.00;-0.45;0.31
176;0;2077.00;10.51;1636.00;-0.61;0.34
177;0;2050.00;14.06;1566.00;-0.36;0.32
178;0;1997.00;10.32;1684.00;-0.02;0.16
179;0;1998.00;12.60;1775.00;-0.66;0.18
180;0;2067.00;10.78;1593.00;-0.60;0.33
181;0;2018.00;11.42;1573.00;-0.09;0.13
182;0;1981.00;10.00;1713.00;-0.40;0.05
183;0;1966.00;10.40;1679.00;-0.47;0.29
184;0;2039.00;10.11;1694.00;-0.26;0.21
185;0;2040.00;10.63;1604.00;-0.65;0.40
186;0;2015.00;11.51;1625.00;0.03;0.39
187;0;1990.00;11.03;1559.00;0.28;0.36
188;0;2039.00;11.18;1541.00;-0.57;0.23
189;0;2099.00;10.49;1657.00;-0.81;0.23
190;0;2017.00;10.85;1542.00;0.66;0.05
191;0;2083.00;12.27;1571.00;-0.63;0.29
192;0;2073.00;10.89;1729.00;-0.37;0.42
193;0;1975.00;10.83;1624.00;0.56;0.08
194;0;2028.00;10.24;1759.00;0.12;0.41
195;0;2090.00;11.43;1600.00;-0.23;0.24
196;0;2014.00;10.17;1713.00;0.32;0.15
197;0;2047.00;10.63;1637.00;-0.17;0.36
198;0;2068.00;10.80;1549.00;0.14;0.31
199;0;1979.00;10.08;1582.00;0.46;0.23
200;0;2004.00;11.22;1742.00;-0.70;0.27
201;0;2016.00;10.24;1600.00;0.07;0.20
202;0;2072.00;10.26;1658.00;-0.95;0.09
203;0;1976.00;11.61;1657.00;-0.05;0.19
204;0;2082.00;10.41;1713.00;-1.06;0.15
205;0;2052.00;10.47;1744.00;-0.04;0.38
206;0;2065.00;10.10;1616.00;0.17;0.16
207;0;2050.00;12.47;1720.00;-0.41;0.38
208;0;1628.00;11.11;1846.00;-0.35;0.31
209;0;1694.00;10.73;1905.00;-0.63;0.48
210;0;1677.00;10.20;1839.00;0.28;0.27
211;0;1650.00;11.76;1886.00;-0.40;0.11
212;0;1732.00;10.54;1884.00;0.44;0.26
213;0;1702.00;10.38;1842.00;-0.83;0.33
214;0;1714.00;10.52;1918.00;-0.18;0.07
215;0;1660.00;10.74;1908.00;-0.42;0.01
216;0;1683.00;10.62;1929.00;-0.17;0.20
217;0;1607.00;11.76;1846.00;-0.32;0.43
218;0;1701.00;10.97;1814.00;-0.06;0.42
219;0;1668.00;10.34;1866.00;-0.63;0.11
220;0;1741.00;10.73;1862.00;0.00;0.08
221;0;1709.00;10.45;1870.00;-0.17;0.03
222;0;1740.00;12.09;1839.00;-0.46;0.03
223;0;1756.00;10.69;1881.00;-0.75;0.50
224;0;1678.00;10.91;1948.00;-0.66;0.27
225;0;1731.00;10.71;1822.00;-0.82;0.41
226;0;1641.00;11.64;1865.00;-0.60;0.43
227;0;1654.00;10.77;1836.00;1.17;0.27
228;0;1642.00;11.51;1906.00;0.48;0.39
229;0;1682.00;10.91;1822.00;-0.11;0.07
230;0;1690.00;10.19;1859.00;-0.61;0.01
231;0;1664.00;11.55;1929.00;-0.15;0.38
232;0;1628.00;11.10;1883.00;-0.38;0.10
233;0;1678.00;10.32;1883.00;-0.53;0.49
234;0;1709.00;10.41;1891.00;0.00;0.04
235;0;1743.00;10.50;1896.00;-0.86;0.02
236;0;1620.00;11.23;1863.00;-0.63;0.43
237;0;1715.00;10.58;1828.00;-0.82;0.30
238;0;1724.00;10.69;1907.00;-0.81;0.48
239;0;1722.00;10.92;1851.00;-0.28;0.18
240;0;1700.00;10.98;1925.00;-0.23;0.44
241;0;1678.00;10.68;1902.00;0.04;0.30
242;0;1718.00;11.20;1809.00;0.00;0.34
243;0;1657.00;10.85;1851.00;-0.43;0.46
244;0;1420.00;10.81;1677.00;-0.09;0.15
245;0;1418.00;12.00;1579.00;-0.09;0.45
246;0;1449.00;11.17;1700.00;-0.26;0.43
247;0;1396.00;10.88;1738.00;-0.40;0.37
248;0;1449.00;11.40;1622.00;-0.28;0.10
249;0;1405.00;11.96;1631.00;-0.13;0.15
250;0;1459.00;11.36;1664.00;-0.86;0.31
251;0;1417.00;11.63;1655.00;-0.51;0.24
252;0;1401.00;10.52;1602.00;0.03;0.36
253;0;1440.00;12.21;1591.00;-0.19;0.25
254;0;1423.00;12.70;1612.00;-0.18;0.01
255;0;1436.00;10.54;1717.00;0.66;0.33
256;0;1441.00;12.04;1645.00;0.42;0.28
257;0;1416.00;9.94;1559.00;-0.47;0.03
258;0;1434.00;10.34;1567.00;-1.19;0.37
259;0;1398.00;10.82;1657.00;0.28;0.12
260;0;1418.00;10.45;1735.00;-0.70;0.22
261;0;1443.00;10.82;1676.00;-0.09;0.25
262;0;1463.00;11.57;1646.00;-0.54;0.26
263;0;1463.00;11.80;1683.00;-0.10;0.12
264;0;1402.00;10.34;1577.00;-0.22;0.03
265;0;2121.00;10.55;1575.00;-0.70;0.03
266;0;2115.00;11.13;1625.00;-0.30;0.31
267;0;2152.00;10.93;1591.00;-0.20;0.40
268;0;2118.00;10.71;1653.00;-0.07;0.08
269;0;2145.00;9.96;1567.00;-0.78;0.33
270;0;2154.00;10.77;1645.00;-0.75;0.38
271;0;2105.00;11.59;1555.00;0.17;0.37
272;0;2130.00;12.45;1603.00;-0.27;0.16
273;0;2105.00;11.57;1594.00;-0.24;0.41
274;0;2155.00;11.23;1618.00;-0.11;0.23
275;0;2101.00;12.82;1570.00;0.30;0.33
276;0;2138.00;11.22;1627.00;-0.32;0.01
277;0;2130.00;10.17;1553.00;-1.01;0.32
278;0;2132.00;10.75;1649.00;-0.66;0.08
279;0;1139.00;12.33;1754.00;-0.06;0.42
280;0;1067.00;12.20;1706.00;-0.24;0.28
281;0;1094.00;11.75;1777.00;0.13;0.14
282;0;1098.00;11.02;1740.00;-0.07;0.50
283;0;1110.00;11.73;1806.00;-0.61;0.28
284;0;1135.00;12.09;1721.00;-0.56;0.18
285;0;1113.00;12.59;1690.00;-1.27;0.19
286;0;1051.00;12.75;1753.00;-0.29;0.31
287;0;1145.00;11.71;1690.00;-1.12;0.04
288;0;1086.00;10.59;1681.00;-0.66;0.15
289;0;1072.00;11.70;1786.00;-0.13;0.06
290;0;1117.00;11.79;1770.00;-0.61;0.47
291;0;1095.00;12.61;1710.00;-0.27;0.21
292;0;1062.00;10.87;1683.00;0.00;0.23
293;0;1145.00;12.16;1779.00;-0.24;0.07
294;0;1069.00;12.39;1762.00;-0.03;0.32
295;0;1068.00;12.09;1731.00;0.00;0.42
296;0;1388.00;11.36;1961.00;-0.81;0.16
297;0;1406.00;11.48;1936.00;-0.37;0.16
298;0;1388.00;11.22;1924.00;0.41;0.30
299;0;1399.00;11.67;1983.00;-0.44;0.11
300;0;1369.00;11.26;1943.00;-0.81;0.36
301;0;1571.00;10.88;2004.00;-0.32;0.25
302;0;1578.00;13.40;2035.00;-0.23;0.13
303;0;1562.00;10.57;1979.00;-0.75;0.13
304;0;1543.00;10.39;1939.00;-0.89;0.11
305;0;1542.00;10.21;2019.00;0.19;0.41
306;0;1531.00;10.00;1978.00;-0.07;0.48
307;0;1592.00;11.45;2011.00;-1.39;0.11
308;0;1527.00;9.83;1926.00;-0.72;0.51
309;0;1601.00;12.80;2033.00;-0.32;0.41
310;0;1529.00;9.96;1950.00;0.00;0.16
311;0;1545.00;10.97;1998.00;-0.66;0.10
312;0;1554.00;10.72;2036.00;-0.65;0.28
313;0;1547.00;11.23;1961.00;-0.13;0.48
314;0;1226.00;14.55;1865.00;0.05;0.32
315;0;1153.00;13.26;1846.00;-0.58;0.41
316;0;1255.00;15.95;1827.00;-0.69;0.45
317;0;1132.00;14.60;1877.00;-0.19;0.40
318;0;1170.00;16.79;1895.00;-0.31;0.16
319;0;1224.00;14.66;1790.00;-0.58;0.21
320;0;1197.00;12.78;1828.00;-0.05;0.23
321;0;1148.00;15.04;1937.00;-0.23;0.06
322;0;1161.00;13.02;1787.00;0.32;0.21
323;0;1137.00;12.93;1816.00;0.69;0.38
324;0;1140.00;13.73;1905.00;-0.27;0.44
325;0;1207.00;15.26;1894.00;0.62;0.21
326;0;1241.00;15.70;1770.00;0.06;0.29
327;0;1168.00;12.70;1810.00;-0.37;0.50
328;0;1266.00;16.57;1808.00;-1.23;0.19
329;0;1185.00;13.79;1863.00;0.36;0.17
330;0;1228.00;15.80;1827.00;-0.02;0.43
331;0;1195.00;13.99;1788.00;0.16;0.50
332;0;1174.00;14.27;1925.00;-0.10;0.01
333;0;1128.00;13.84;1848.00;0.25;0.25
334;0;1723.00;11.80;1643.00;-0.52;0.26
335;0;1716.00;10.61;1602.00;-0.27;0.27
336;0;1742.00;10.87;1615.00;0.20;0.43
337;0;1761.00;10.42;1602.00;-0.09;0.04
338;0;1713.00;10.19;1585.00;0.85;0.10
339;0;1713.00;11.99;1624.00;0.17;0.22
340;0;1743.00;12.23;1636.00;-0.11;0.27
341;0;1938.00;9.67;1500.00;-1.54;0.11
342;0;1917.00;10.23;1541.00;0.30;0.36
343;0;1875.00;9.89;1550.00;-0.25;0.34
344;0;1918.00;10.32;1575.00;0.70;0.34
345;0;1982.00;10.02;1523.00;-0.54;0.15
346;0;1973.00;9.96;1470.00;0.19;0.17
347;0;1946.00;10.21;1573.00;-1.00;0.47
348;0;1965.00;11.10;1548.00;-0.30;0.08
349;0;2009.00;10.72;1518.00;-0.61;0.13
350;0;1995.00;10.07;1497.00;-0.25;0.27
351;0;1956.00;9.97;1520.00;-0.63;0.41
352;0;1923.00;9.67;1519.00;-1.25;0.09
353;0;1854.00;9.95;1550.00;0.13;0.09
354;0;1940.00;10.43;1538.00;-0.70;0.25
355;0;1981.00;10.46;1453.00;0.08;0.02
356;0;1897.00;10.36;1561.00;0.04;0.39
357;0;1967.00;9.97;1498.00;-0.69;0.37
358;0;1962.00;10.06;1584.00;0.11;0.18
359;0;1955.00;9.70;1481.00;0.38;0.05
360;0;1997.00;10.61;1534.00;-0.02;0.22
361;0;1928.00;10.37;1561.00;-0.62;0.36
362;0;1936.00;10.17;1586.00;-0.26;0.35
363;0;1989.00;10.52;1474.00;-0.40;0.34
364;0;1897.00;9.71;1539.00;-0.72;0.46
365;0;1611.00;10.77;1782.00;-0.44;0.17
366;0;1644.00;11.42;1777.00;-0.17;0.36
367;0;1621.00;11.19;1827.00;-0.33;0.37
368;0;1624.00;11.64;1767.00;-0.52;0.44
369;0;1638.00;10.57;1804.00;-0.92;0.41
370;0;1656.00;10.66;1754.00;-0.05;0.33
371;0;1663.00;10.54;1803.00;-0.69;0.40
372;0;1594.00;11.41;1822.00;0.00;0.49
373;0;1576.00;10.83;1798.00;0.32;0.28
374;0;1665.00;10.92;1730.00;-0.28;0.10
375;0;1576.00;11.72;1816.00;0.00;0.25
376;0;1650.00;10.59;1822.00;-0.53;0.48
377;0;1615.00;11.25;1807.00;-0.12;0.10
378;0;1639.00;10.62;1750.00;0.17;0.39
379;0;1665.00;11.13;1781.00;-0.35;0.33
380;0;1679.00;10.53;1806.00;-0.52;0.32
381;0;1595.00;10.73;1796.00;0.27;0.17
382;0;1654.00;10.73;1736.00;-1.41;0.08
383;0;1603.00;12.95;1836.00;-0.65;0.18
384;0;1282.00;11.11;1969.00;0.27;0.22
385;0;1209.00;11.96;1959.00;-1.10;0.24
386;0;1244.00;13.05;2031.00;-0.17;0.32
387;0;1203.00;11.66;2031.00;-1.05;0.21
388;0;1200.00;11.67;2000.00;-0.61;0.08
389;0;1151.00;15.87;1984.00;-0.85;0.33
390;0;1328.00;11.44;1980.00;-0.68;0.29
391;0;1304.00;12.11;2031.00;-0.20;0.02
392;0;1318.00;11.72;2004.00;-0.36;0.38
393;0;1178.00;14.30;1971.00;-0.96;0.49
394;0;1237.00;11.55;2003.00;-0.71;0.15
395;0;1248.00;11.01;1969.00;0.03;0.27
396;0;1276.00;13.25;2023.00;-0.27;0.19
397;0;1172.00;13.04;2012.00;-0.62;0.30
398;0;1159.00;14.90;1954.00;0.47;0.14
399;0;1148.00;13.04;2031.00;0.04;0.44
400;0;1266.00;11.18;1992.00;-0.71;0.27
401;0;1181.00;14.14;1944.00;-0.38;0.21
402;0;1305.00;11.94;1976.00;-1.35;0.02
403;0;1219.00;11.80;1981.00;-0.35;0.26
404;0;1172.00;11.95;2037.00;0.08;0.07
405;0;1295.00;11.31;1993.00;-0.57;0.42
406;0;1149.00;14.10;2007.00;0.17;0.15
407;0;1744.00;11.48;1812.00;-0.21;0.47
408;0;1813.00;11.49;1843.00;-0.32;0.14
409;0;1829.00;12.91;1820.00;0.00;0.27
410;0;1899.00;12.27;1815.00;-0.96;0.08
411;0;1812.00;10.89;1781.00;0.10;0.05
412;0;1846.00;11.63;1776.00;-0.35;0.12
413;0;1852.00;12.61;1819.00;-0.80;0.34
414;0;1917.00;11.97;1832.00;-0.78;0.48
415;0;1873.00;12.84;1846.00;0.04;0.44
416;0;1779.00;11.18;1809.00;-0.87;0.11
417;0;1877.00;12.28;1797.00;-0.31;0.05
418;0;1790.00;10.72;1863.00;-0.98;0.10
419;0;1886.00;11.82;1776.00;-1.36;0.01
420;0;1753.00;11.11;1839.00;-0.35;0.24
421;0;1814.00;10.88;1875.00;-1.09;0.41
422;0;1763.00;11.25;1794.00;0.00;0.22
423;0;1846.00;13.34;1846.00;-0.65;0.02
424;0;1829.00;12.10;1794.00;0.00;0.05
425;0;1762.00;10.54;1864.00;-0.34;0.41
426;0;1805.00;12.28;1817.00;-0.14;0.06
427;0;1790.00;10.87;1837.00;-0.34;0.33
428;0;1902.00;13.56;1795.00;-0.62;0.24
429;0;1784.00;11.32;1785.00;-1.23;0.36
430;0;1854.00;11.54;1794.00;-0.44;0.23
431;0;1868.00;11.17;1770.00;-0.27;0.03
432;0;1827.00;13.50;1861.00;-0.72;0.50
433;0;1764.00;11.46;1822.00;-0.03;0.36
434;0;1800.00;11.07;1797.00;-0.92;0.09
435;0;1741.00;12.24;1799.00;0.27;0.48
436;0;1894.00;12.98;1834.00;0.38;0.27
437;0;1828.00;11.30;1773.00;-0.93;0.03
438;0;1770.00;10.48;1848.00;-0.27;0.11
439;0;1779.00;10.76;1876.00;0.82;0.42
440;0;1874.00;12.18;1822.00;0.16;0.02
441;0;1799.00;10.94;1878.00;-0.43;0.32
442;0;1838.00;10.37;1565.00;0.24;0.40
443;0;1821.00;10.16;1614.00;-0.16;0.10
444;0;1830.00;10.37;1638.00;-0.39;0.35
445;0;1804.00;10.19;1578.00;-1.00;0.38
446;0;1846.00;10.18;1596.00;-0.27;0.39
447;0;1846.00;10.47;1620.00;0.04;0.15
448;0;1837.00;10.79;1658.00;-0.30;0.09
449;0;1853.00;10.58;1641.00;-0.38;0.35
450;0;1801.00;10.80;1601.00;-0.44;0.44
451;0;1817.00;10.88;1589.00;0.11;0.40
452;0;1841.00;9.91;1553.00;0.34;0.43
453;0;1821.00;9.84;1563.00;0.54;0.30
454;0;1792.00;9.88;1583.00;-0.80;0.14
455;0;1833.00;10.44;1582.00;-0.63;0.29
456;0;908.00;9.94;1639.00;-0.60;0.09
457;0;880.00;10.03;1667.00;-0.13;0.43
458;0;1287.00;17.70;1816.00;-0.43;0.21
459;0;1305.00;18.63;1775.00;-0.64;0.06
460;0;1274.00;16.97;1734.00;-0.62;0.01
461;0;1350.00;11.21;1730.00;0.39;0.16
462;0;1375.00;14.47;1752.00;-0.05;0.21
463;0;1268.00;16.98;1776.00;-0.61;0.46
464;0;1342.00;21.84;1789.00;0.06;0.45
465;0;1305.00;12.82;1719.00;-0.89;0.35
466;0;1345.00;15.95;1757.00;0.17;0.45
467;0;1313.00;16.65;1811.00;-0.14;0.03
468;0;1278.00;11.71;1708.00;-0.67;0.34
469;0;1314.00;16.65;1744.00;-0.23;0.39
470;0;1278.00;12.22;1930.00;-0.06;0.02
471;0;1249.00;11.82;1941.00;-0.03;0.32
472;0;1298.00;12.58;1913.00;-0.67;0.15
473;0;1247.00;14.28;1909.00;-0.24;0.50
474;0;1219.00;16.42;1918.00;0.64;0.13
475;0;1315.00;11.63;1937.00;-0.64;0.33
476;0;1192.00;15.06;1935.00;-1.08;0.25
477;0;1271.00;14.76;1879.00;-0.46;0.08
478;0;1336.00;12.07;1961.00;-0.72;0.13
479;0;1241.00;15.30;1887.00;-0.67;0.45
480;0;1261.00;15.09;1857.00;-0.13;0.44
481;0;1312.00;11.88;1959.00;0.22;0.31
482;0;1217.00;13.76;1943.00;0.00;0.50
483;0;1276.00;12.72;1901.00;-0.18;0.05
484;0;1285.00;11.35;1952.00;-0.38;0.07
485;0;1698.00;9.90;1585.00;1.00;0.42
486;0;1594.00;11.60;1622.00;-0.55;0.45
487;0;1605.00;10.59;1570.00;-0.94;0.44
488;0;1631.00;11.32;1584.00;-0.16;0.01
489;0;1641.00;10.77;1613.00;0.48;0.06
490;0;1617.00;10.93;1611.00;-0.70;0.48
491;0;1580.00;11.32;1598.00;0.17;0.04
492;0;1658.00;10.40;1580.00;-1.19;0.41
493;0;1589.00;10.05;1562.00;-0.87;0.32
494;0;1601.00;11.34;1592.00;-0.87;0.28
495;0;1670.00;11.74;1596.00;-0.55;0.20
496;0;1650.00;11.11;1596.00;0.61;0.36
497;0;1583.00;10.34;1576.00;-0.59;0.43
498;0;1578.00;13.02;1615.00;0.12;0.38
499;0;1626.00;10.05;1568.00;4.57;0.09
500;0;2154.00;9.75;1473.00;0.00;0.02
501;0;2107.00;10.55;1538.00;-0.75;0.49
502;0;2156.00;9.79;1503.00;-0.07;0.15
503;0;2136.00;9.88;1497.00;-0.17;0.09
504;0;2071.00;10.32;1529.00;0.12;0.03
505;0;2114.00;9.85;1496.00;0.91;0.34
506;0;2131.00;9.97;1533.00;-0.60;0.11
507;0;2091.00;10.54;1522.00;-1.19;0.04
508;0;2084.00;10.63;1541.00;-0.90;0.18
509;0;2163.00;9.65;1458.00;-0.84;0.12
510;0;2151.00;9.74;1528.00;0.23;0.37
511;0;2118.00;10.01;1514.00;-0.37;0.35
512;0;2093.00;10.14;1504.00;-1.05;0.22
513;0;2133.00;9.91;1481.00;0.19;0.31
514;0;1908.00;11.39;1768.00;-0.80;0.35
515;0;1869.00;12.63;1716.00;-0.69;0.28
516;0;1962.00;13.06;1818.00;-0.53;0.13
517;0;1915.00;11.47;1671.00;0.22;0.05
518;0;1900.00;10.64;1720.00;0.00;0.32
519;0;1946.00;10.89;1768.00;0.00;0.16
520;0;1876.00;11.61;1680.00;0.22;0.38
521;0;1959.00;10.17;1714.00;-0.93;0.44
522;0;1936.00;10.35;1696.00;-0.76;0.36
523;0;1939.00;13.86;1826.00;-0.46;0.39
524;0;1880.00;10.89;1654.00;-0.35;0.44
525;0;1924.00;13.54;1796.00;-0.46;0.37
